seed,strategy,remain mycol tiles
326171031,123456789,14
326171078,123456789,-1
326171093,123456789,0
326171140,123456789,36
326171171,123456789,22
326171218,123456789,0
326171343,123456789,14
326171375,123456789,0
326171421,123456789,34
326171437,123456789,20
326171500,123456789,31
326171546,123456789,0
326171593,123456789,4
326171625,123456789,27
326171671,123456789,0
326171859,123456789,18
326171890,123456789,42
326171921,123456789,4
326171968,123456789,0
326172015,123456789,0
326172046,123456789,27
326172078,123456789,32
326172109,123456789,7
326172156,123456789,22
326172187,123456789,0
326172250,123456789,0
326172312,123456789,13
326172375,123456789,0
326172453,123456789,23
326172656,123456789,5
326172703,123456789,25
326172734,123456789,41
326172765,123456789,0
326172843,123456789,23
326172875,123456789,9
326172953,123456789,17
326172984,123456789,40
326173000,123456789,0
326173031,123456789,15
326173062,123456789,10
326173093,123456789,29
326173109,123456789,0
326173140,123456789,0
326173187,123456789,17
326173203,123456789,0
326173281,123456789,35
326173312,123456789,20
326173343,123456789,23
326173375,123456789,0
326173421,123456789,2
326173468,123456789,0
326173484,123456789,0
326173515,123456789,26
326173531,123456789,30
326173578,123456789,0
326173640,123456789,41
326173656,123456789,16
326173687,123456789,21
326173781,123456789,33
326173812,123456789,0
326173843,123456789,0
326173921,123456789,43
326173937,123456789,28
326173968,123456789,0
326174000,123456789,0
326174046,123456789,0
326174078,123456789,25
326174109,123456789,28
326174140,123456789,0
326174171,123456789,0
326174203,123456789,21
326174265,123456789,-1
326174296,123456789,23
326174328,123456789,0
326174375,123456789,13
326174421,123456789,5
326174515,123456789,22
326174531,123456789,13
326174609,123456789,11
326174640,123456789,22
326174687,123456789,23
326174718,123456789,27
326174734,123456789,0
326174781,123456789,20
326174828,123456789,25
326174921,123456789,0
326174937,123456789,16
326174984,123456789,0
326175015,123456789,21
326175046,123456789,40
326175093,123456789,8
326175250,123456789,26
326175281,123456789,32
326175312,123456789,35
326175390,123456789,23
326175437,123456789,0
326175468,123456789,0
326175500,123456789,0
326175531,123456789,0
326175593,123456789,19
326175625,123456789,0
326175656,123456789,34
326175687,123456789,25
326175703,123456789,42
326175734,123456789,42
326175750,123456789,31
326175781,123456789,27
326175796,123456789,33
326175828,123456789,0
326175843,123456789,0
326175953,123456789,26
326176015,123456789,38
326176046,123456789,0
326176078,123456789,38
326176109,123456789,0
326176140,123456789,25
326176171,123456789,26
326176218,123456789,0
326176296,123456789,7
326176343,123456789,0
326176375,123456789,13
326176453,123456789,9
326176500,123456789,0
326176531,123456789,7
326176562,123456789,0
326176625,123456789,16
326176671,123456789,19
326176750,123456789,0
326176796,123456789,48
326176812,123456789,23
326176843,123456789,40
326176875,123456789,35
326176906,123456789,31
326176937,123456789,0
326176984,123456789,0
326177031,123456789,13
326177078,123456789,11
326177140,123456789,0
326177265,123456789,0
326177312,123456789,20
326177343,123456789,9
326177390,123456789,9
326177453,123456789,18
326177500,123456789,35
326177562,123456789,0
326177593,123456789,21
326177656,123456789,0
326177718,123456789,0
326177781,123456789,0
326177828,123456789,0
326177875,123456789,45
326177906,123456789,0
326177968,123456789,6
326178015,123456789,0
326178062,123456789,33
326178093,123456789,29
326178140,123456789,-1
326178203,123456789,0
326178250,123456789,12
326178296,123456789,0
326178328,123456789,37
326178375,123456789,39
326178406,123456789,35
326178421,123456789,0
326178531,123456789,8
326178562,123456789,1
326178609,123456789,0
326178656,123456789,5
326178671,123456789,18
326178703,123456789,0
326178796,123456789,0
326178812,123456789,0
326178921,123456789,13
326179000,123456789,17
326179078,123456789,0
326179125,123456789,29
326179156,123456789,29
326179234,123456789,-1
326179281,123456789,15
326179312,123456789,39
326179359,123456789,14
326179390,123456789,31
326179406,123456789,0
326179453,123456789,34
326179484,123456789,21
326179515,123456789,0
326179546,123456789,34
326179609,123456789,41
326179640,123456789,0
326179671,123456789,34
326179687,123456789,30
326179734,123456789,39
326179765,123456789,18
326179796,123456789,31
326179828,123456789,41
326179843,123456789,30
326179921,123456789,9
326179937,123456789,0
326179968,123456789,0
326179984,123456789,0
326180015,123456789,8
326180062,123456789,5
326180078,123456789,30
326180156,123456789,13
326180187,123456789,14
326180218,123456789,0
326180265,123456789,0
326180359,123456789,15
326180421,123456789,0
326180453,123456789,3
326180500,123456789,0
326180546,123456789,0
326180593,123456789,3
326180718,123456789,16
326180765,123456789,28
326180812,123456789,13
326180843,123456789,0
326180890,123456789,47
326180906,123456789,25
326180984,123456789,31
326181015,123456789,0
326181031,123456789,0
326181078,123456789,0
326181109,123456789,0
326181171,123456789,3
326181203,123456789,10
326181281,123456789,45
326181312,123456789,10
326181328,123456789,0
326181359,123456789,15
326181375,123456789,7
326181406,123456789,33
326181437,123456789,-1
326181468,123456789,13
326181515,123456789,0
326181593,123456789,16
326181656,123456789,0
326181687,123456789,0
326181718,123456789,0
326181781,123456789,11
326181875,123456789,42
326181937,123456789,31
326181968,123456789,9
326182093,123456789,0
326182125,123456789,0
326182171,123456789,42
326182187,123456789,3
326182218,123456789,2
326182250,123456789,36
326182312,123456789,38
326182359,123456789,18
326182437,123456789,0
326182484,123456789,0
326182515,123456789,25
326182578,123456789,0
326182625,123456789,0
326182671,123456789,7
326182718,123456789,29
326182765,123456789,4
326182812,123456789,38
326182843,123456789,38
326182859,123456789,10
326182906,123456789,35
326182937,123456789,16
326183078,123456789,-1
326183093,123456789,0
326183125,123456789,20
326183187,123456789,6
326183250,123456789,0
326183312,123456789,13
326183359,123456789,35
326183375,123456789,24
326183468,123456789,0
326183515,123456789,26
326183562,123456789,0
326183609,123456789,0
326183640,123456789,0
326183671,123456789,48
326183687,123456789,14
326183718,123456789,44
326183750,123456789,27
326183781,123456789,0
326183812,123456789,0
326183843,123456789,25
326183906,123456789,13
326183937,123456789,23
326183953,123456789,19
326184000,123456789,0
326184046,123456789,0
326184078,123456789,16
326184140,123456789,0
326184171,123456789,0
326184187,123456789,25
326184250,123456789,34
326184281,123456789,15
326184312,123456789,-1
326184343,123456789,15
326184390,123456789,0
326184421,123456789,19
326184468,123456789,0
326184515,123456789,0
326184640,123456789,0
326184671,123456789,25
326184718,123456789,35
326184734,123456789,21
326184781,123456789,23
326184812,123456789,15
326184843,123456789,27
326184906,123456789,31
326184953,123456789,39
326184984,123456789,8
326185031,123456789,26
326185062,123456789,-1
326185093,123456789,17
326185281,123456789,37
326185328,123456789,9
326185359,123456789,22
326185437,123456789,0
326185484,123456789,0
326185515,123456789,14
326185546,123456789,0
326185593,123456789,0
326185609,123456789,0
326185656,123456789,12
326185703,123456789,10
326185765,123456789,7
326185843,123456789,0
326185875,123456789,0
326185921,123456789,13
326185953,123456789,17
326186078,123456789,0
326186093,123456789,3
326186140,123456789,15
326186171,123456789,7
326186312,123456789,5
326186375,123456789,20
326186406,123456789,43
326186437,123456789,9
326186468,123456789,7
326186515,123456789,8
326186531,123456789,0
326186593,123456789,20
326186625,123456789,0
326186671,123456789,11
326186703,123456789,31
326186718,123456789,3
326186765,123456789,26
326186796,123456789,0
326186843,123456789,16
326186859,123456789,0
326186906,123456789,0
326186953,123456789,0
326186984,123456789,0
326187000,123456789,23
326187031,123456789,0
326187093,123456789,26
326187125,123456789,2
326187203,123456789,0
326187234,123456789,6
326187312,123456789,0
326187359,123456789,19
326187390,123456789,-1
326187421,123456789,13
326187453,123456789,9
326187468,123456789,0
326187500,123456789,37
326187562,123456789,24
326187593,123456789,0
326187640,123456789,30
326187687,123456789,0
326187718,123456789,35
326187750,123456789,0
326187828,123456789,0
326187875,123456789,0
326187953,123456789,37
326187984,123456789,0
326188031,123456789,13
326188125,123456789,18
326188171,123456789,0
326188203,123456789,24
326188234,123456789,46
326188265,123456789,11
326188343,123456789,14
326188390,123456789,0
326188437,123456789,26
326188468,123456789,0
326188515,123456789,43
326188531,123456789,14
326188671,123456789,5
326188718,123456789,16
326188843,123456789,13
326188875,123456789,0
326188906,123456789,0
326188953,123456789,0
326188984,123456789,30
326189015,123456789,15
326189062,123456789,0
326189156,123456789,23
326189187,123456789,20
326189218,123456789,17
326189265,123456789,0
326189312,123456789,-1
326189343,123456789,0
326189375,123456789,52
326189390,123456789,0
326189421,123456789,14
326189437,123456789,0
326189484,123456789,42
326189500,123456789,19
326189531,123456789,17
326189578,123456789,10
326189609,123456789,0
326189640,123456789,14
326189703,123456789,1
326189734,123456789,33
326189828,123456789,19
326189859,123456789,22
326189890,123456789,0
326189921,123456789,15
326189937,123456789,7
326189968,123456789,0
326190000,123456789,33
326190031,123456789,24
326190078,123456789,0
326190140,123456789,3
326190187,123456789,5
326190234,123456789,1
326190281,123456789,8
326190328,123456789,27
326190359,123456789,22
326190406,123456789,8
326190484,123456789,31
326190515,123456789,0
326190562,123456789,33
326190609,123456789,18
326190625,123456789,0
326190671,123456789,26
326190687,123456789,10
326190734,123456789,14
326190765,123456789,-1
326190812,123456789,44
326190859,123456789,22
326190937,123456789,41
326190968,123456789,23
326191015,123456789,15
326191046,123456789,10
326191093,123456789,41
326191140,123456789,28
326191171,123456789,49
326191187,123456789,22
326191234,123456789,37
326191250,123456789,41
326191281,123456789,45
326191312,123456789,33
326191343,123456789,34
326191406,123456789,14
326191437,123456789,18
326191468,123456789,19
326191500,123456789,34
326191562,123456789,0
326191593,123456789,17
326191718,123456789,37
326191734,123456789,0
326191781,123456789,0
326191812,123456789,0
326191843,123456789,17
326191875,123456789,6
326191921,123456789,28
326191953,123456789,20
326192015,123456789,0
326192078,123456789,1
326192109,123456789,0
326192140,123456789,16
326192187,123456789,25
326192218,123456789,0
326192250,123456789,12
326192296,123456789,0
326192328,123456789,11
326192406,123456789,-1
326192437,123456789,0
326192484,123456789,10
326192515,123456789,26
326192546,123456789,0
326192687,123456789,4
326192734,123456789,6
326192750,123456789,0
326192796,123456789,0
326192843,123456789,34
326192875,123456789,-1
326192921,123456789,21
326192937,123456789,0
326192984,123456789,31
326193015,123456789,8
326193046,123456789,6
326193156,123456789,0
326193296,123456789,3
326193343,123456789,38
326193359,123456789,12
326193421,123456789,15
326193468,123456789,24
326193500,123456789,30
326193562,123456789,11
326193640,123456789,11
326193671,123456789,3
326193703,123456789,24
326193750,123456789,25
326193781,123456789,0
326193812,123456789,20
326193859,123456789,44
326193875,123456789,-1
326193921,123456789,42
326193953,123456789,42
326193984,123456789,0
326194031,123456789,4
326194046,123456789,40
326194093,123456789,44
326194125,123456789,29
326194156,123456789,25
326194203,123456789,4
326194234,123456789,33
326194281,123456789,39
326194312,123456789,12
326194343,123456789,31
326194390,123456789,26
326194421,123456789,0
326194484,123456789,0
326194515,123456789,15
326194578,123456789,37
326194625,123456789,47
326194656,123456789,0
326194734,123456789,0
326194765,123456789,6
326194796,123456789,16
326194875,123456789,0
326194937,123456789,13
326194953,123456789,0
326195000,123456789,0
326195046,123456789,0
326195093,123456789,0
326195125,123456789,0
326195156,123456789,26
326195187,123456789,18
326195234,123456789,19
326195265,123456789,0
326195312,123456789,22
326195359,123456789,33
326195375,123456789,4
326195406,123456789,4
326195437,123456789,21
326195468,123456789,0
326195500,123456789,0
326195546,123456789,30
326195765,123456789,31
326195796,123456789,49
326195843,123456789,19
326195875,123456789,2
326195968,123456789,23
326196015,123456789,0
326196078,123456789,10
326196125,123456789,25
326196234,123456789,20
326196312,123456789,0
326196359,123456789,37
326196390,123456789,17
326196437,123456789,-1
326196484,123456789,6
326196531,123456789,28
326196578,123456789,31
326196609,123456789,0
326196656,123456789,0
326196687,123456789,29
326196734,123456789,30
326196765,123456789,43
326196796,123456789,25
326196828,123456789,34
326196921,123456789,0
326196968,123456789,6
326197031,123456789,16
326197078,123456789,33
326197125,123456789,0
326197218,123456789,0
326197250,123456789,34
326197296,123456789,0
326197343,123456789,30
326197375,123456789,-1
326197406,123456789,6
326197453,123456789,32
326197484,123456789,17
326197531,123456789,14
326197546,123456789,13
326197593,123456789,37
326197625,123456789,29
326197656,123456789,25
326197718,123456789,33
326197750,123456789,0
326197859,123456789,0
326197890,123456789,12
326197953,123456789,11
326197984,123456789,53
326198015,123456789,0
326198062,123456789,28
326198078,123456789,24
326198125,123456789,0
326198203,123456789,12
326198250,123456789,0
326198281,123456789,13
326198328,123456789,3
326198390,123456789,0
326198515,123456789,0
326198546,123456789,0
326198593,123456789,0
326198625,123456789,0
326198671,123456789,0
326198718,123456789,21
326198765,123456789,0
326198812,123456789,36
326198843,123456789,27
326198859,123456789,0
326198906,123456789,6
326198968,123456789,-1
326199000,123456789,0
326199031,123456789,9
326199078,123456789,13
326199140,123456789,47
326199171,123456789,0
326199234,123456789,23
326199265,123456789,-1
326199343,123456789,0
326199375,123456789,22
326199406,123456789,17
326199500,123456789,0
326199546,123456789,0
326199593,123456789,0
326199625,123456789,37
326199656,123456789,28
326199703,123456789,37
326199718,123456789,6
326199750,123456789,42
326199796,123456789,0
326199859,123456789,14
326199875,123456789,27
326199921,123456789,23
326199953,123456789,31
326199984,123456789,18
326200031,123456789,2
326200062,123456789,0
326200093,123456789,47
326200140,123456789,0
326200203,123456789,0
326200265,123456789,0
326200296,123456789,17
326200328,123456789,0
326200359,123456789,7
326200421,123456789,0
326200453,123456789,36
326200484,123456789,7
326200531,123456789,42
326200562,123456789,42
326200593,123456789,0
326200625,123456789,22
326200671,123456789,44
326200703,123456789,39
326200734,123456789,4
326200765,123456789,3
326200812,123456789,-1
326200859,123456789,37
326200921,123456789,6
326201000,123456789,21
326201078,123456789,0
326201109,123456789,0
326201140,123456789,22
326201171,123456789,33
326201265,123456789,13
326201312,123456789,19
326201359,123456789,0
326201390,123456789,0
326201437,123456789,21
326201468,123456789,0
326201515,123456789,19
326201546,123456789,0
326201578,123456789,0
326201609,123456789,34
326201625,123456789,0
