seed,strategy,remain mycol tiles
339184000,123456789,35
339184015,123456789,29
339184046,123456789,20
339184093,123456789,16
339184140,123456789,26
339184156,123456789,20
339184203,123456789,15
339184218,123456789,0
339184265,123456789,9
339184312,123456789,0
339184359,123456789,38
339184390,123456789,0
339184421,123456789,20
339184437,123456789,21
339184468,123456789,0
339184484,123456789,15
339184500,123456789,18
339184531,123456789,19
339184578,123456789,14
339184609,123456789,20
339184640,123456789,3
339184671,123456789,0
339184718,123456789,0
339184750,123456789,43
339184781,123456789,30
339184875,123456789,42
339184906,123456789,13
339184937,123456789,13
339184984,123456789,15
339185000,123456789,0
339185031,123456789,18
339185078,123456789,-1
339185140,123456789,42
339185171,123456789,10
339185234,123456789,0
339185250,123456789,0
339185312,123456789,5
339185375,123456789,36
339185406,123456789,20
339185421,123456789,8
339185468,123456789,22
339185546,123456789,0
339185593,123456789,25
339185640,123456789,26
339185765,123456789,30
339185812,123456789,17
339185875,123456789,0
339185921,123456789,39
339185937,123456789,22
339185968,123456789,25
339186000,123456789,38
339186046,123456789,8
339186078,123456789,31
339186109,123456789,3
339186140,123456789,0
339186171,123456789,0
339186234,123456789,30
339186281,123456789,43
339186312,123456789,0
339186359,123456789,34
339186390,123456789,0
339186468,123456789,24
339186500,123456789,35
339186546,123456789,23
339186593,123456789,26
339186609,123456789,43
339186640,123456789,18
339186812,123456789,18
339186859,123456789,14
339186937,123456789,20
339186968,123456789,0
339187031,123456789,27
339187046,123456789,11
339187078,123456789,18
339187109,123456789,28
339187140,123456789,14
339187171,123456789,0
339187218,123456789,8
339187265,123456789,18
339187296,123456789,0
339187343,123456789,33
339187390,123456789,25
339187437,123456789,25
339187484,123456789,34
339187515,123456789,0
339187562,123456789,53
339187578,123456789,0
339187625,123456789,14
339187671,123456789,39
339187718,123456789,32
339187734,123456789,29
339187765,123456789,6
339187796,123456789,0
339187843,123456789,46
339187859,123456789,18
339187890,123456789,0
339187937,123456789,32
339187968,123456789,23
339188000,123456789,33
339188031,123456789,14
339188093,123456789,28
339188125,123456789,14
339188203,123456789,14
339188218,123456789,15
339188265,123456789,21
339188328,123456789,26
339188359,123456789,34
339188390,123456789,9
339188437,123456789,30
339188484,123456789,7
339188531,123456789,32
339188546,123456789,16
339188609,123456789,0
339188640,123456789,20
339188656,123456789,27
339188687,123456789,19
339188718,123456789,24
339188734,123456789,0
339188781,123456789,0
339188812,123456789,26
339188859,123456789,42
339188953,123456789,17
339188984,123456789,0
339189031,123456789,0
339189062,123456789,12
339189109,123456789,0
339189156,123456789,9
339189187,123456789,31
339189203,123456789,0
339189234,123456789,15
339189265,123456789,39
339189296,123456789,35
339189328,123456789,11
339189359,123456789,2
339189390,123456789,4
339189421,123456789,11
339189515,123456789,11
339189593,123456789,31
339189625,123456789,9
339189656,123456789,4
339189687,123456789,7
339189765,123456789,-1
339189812,123456789,26
339189921,123456789,39
339189984,123456789,7
339190031,123456789,11
339190062,123456789,43
339190078,123456789,7
339190156,123456789,17
339190218,123456789,0
339190250,123456789,31
339190281,123456789,28
339190312,123456789,16
339190343,123456789,0
339190390,123456789,36
339190421,123456789,18
339190468,123456789,0
339190531,123456789,17
339190562,123456789,23
339190625,123456789,15
339190671,123456789,0
339190703,123456789,4
339190781,123456789,32
339190812,123456789,0
339190875,123456789,39
339190906,123456789,0
339190953,123456789,41
339190953,123456789,24
339191000,123456789,32
339191062,123456789,10
339191093,123456789,34
339191171,123456789,31
339191218,123456789,22
339191250,123456789,20
339191296,123456789,5
339191343,123456789,20
339191375,123456789,20
339191390,123456789,25
339191437,123456789,23
339191484,123456789,12
339191593,123456789,37
339191625,123456789,20
339191671,123456789,14
339191718,123456789,21
339191765,123456789,33
339191796,123456789,20
339191828,123456789,13
339191890,123456789,0
339191921,123456789,3
339191984,123456789,48
339191984,123456789,48
339192015,123456789,2
339192046,123456789,22
339192093,123456789,9
339192109,123456789,41
339192140,123456789,0
339192187,123456789,0
339192234,123456789,0
339192265,123456789,42
339192312,123456789,15
339192343,123456789,0
339192375,123456789,8
339192421,123456789,30
339192453,123456789,8
339192500,123456789,35
339192531,123456789,14
339192562,123456789,0
339192609,123456789,31
339192687,123456789,13
339192718,123456789,0
339192765,123456789,30
339192828,123456789,10
339192906,123456789,6
339192953,123456789,19
339193062,123456789,15
339193140,123456789,0
339193421,123456789,28
339193468,123456789,29
339193484,123456789,18
339193531,123456789,24
339193562,123456789,39
339193593,123456789,21
339193656,123456789,21
339193687,123456789,25
339193750,123456789,0
339193796,123456789,0
339193859,123456789,5
339193906,123456789,2
339193968,123456789,10
339194000,123456789,5
339194031,123456789,9
339194125,123456789,24
339194156,123456789,0
339194218,123456789,30
339194250,123456789,24
339194296,123456789,18
339194328,123456789,37
339194343,123456789,1
339194421,123456789,0
339194437,123456789,31
339194468,123456789,5
339194500,123456789,0
339194546,123456789,28
339194562,123456789,30
339194625,123456789,0
339194656,123456789,17
339194703,123456789,14
339194750,123456789,6
339194796,123456789,25
339194843,123456789,0
339194890,123456789,2
339194937,123456789,8
339194984,123456789,20
339195078,123456789,15
339195093,123456789,4
339195156,123456789,27
339195187,123456789,0
339195234,123456789,14
339195265,123456789,20
339195296,123456789,42
339195328,123456789,44
339195359,123456789,37
339195375,123456789,0
339195421,123456789,10
339195468,123456789,0
339195500,123456789,39
339195531,123456789,30
339195546,123456789,0
339195578,123456789,16
339195640,123456789,0
339195703,123456789,0
339195734,123456789,31
339195765,123456789,13
339195828,123456789,42
339195843,123456789,26
339195890,123456789,13
339195937,123456789,0
339195968,123456789,0
339196000,123456789,11
339196062,123456789,20
339196140,123456789,31
339196156,123456789,30
339196187,123456789,18
339196250,123456789,36
339196281,123456789,26
339196343,123456789,30
339196375,123456789,0
339196406,123456789,30
339196421,123456789,0
339196468,123456789,0
339196500,123456789,0
339196546,123456789,20
339196593,123456789,2
339196609,123456789,34
339196656,123456789,16
339196703,123456789,28
339196718,123456789,26
339196734,123456789,9
339196765,123456789,35
339196812,123456789,0
339196859,123456789,11
339196890,123456789,22
339196921,123456789,45
339196953,123456789,14
339196984,123456789,34
339197000,123456789,8
339197046,123456789,39
339197062,123456789,16
339197109,123456789,16
339197156,123456789,0
339197203,123456789,17
339197250,123456789,54
339197281,123456789,0
339197343,123456789,38
339197390,123456789,29
339197421,123456789,22
339197468,123456789,12
339197578,123456789,2
339197625,123456789,35
339197640,123456789,0
339197687,123456789,2
339197718,123456789,30
339197734,123456789,25
339197828,123456789,0
339197937,123456789,8
339197968,123456789,0
339198031,123456789,0
339198078,123456789,15
339198109,123456789,0
339198125,123456789,35
339198156,123456789,49
339198187,123456789,0
339198218,123456789,15
339198281,123456789,0
339198328,123456789,46
339198343,123456789,18
339198375,123456789,15
339198421,123456789,0
339198468,123456789,2
339198515,123456789,24
339198531,123456789,0
339198562,123456789,0
339198656,123456789,0
339198671,123456789,0
339198750,123456789,6
339198812,123456789,-1
339198859,123456789,1
339198890,123456789,41
339198906,123456789,25
339199000,123456789,34
339199031,123456789,38
339199062,123456789,21
339199109,123456789,0
339199156,123456789,28
339199218,123456789,15
339199250,123456789,20
339199328,123456789,0
339199390,123456789,13
339199437,123456789,34
339199484,123456789,28
339199515,123456789,20
339199546,123456789,27
339199562,123456789,0
339199625,123456789,0
339199687,123456789,14
339199718,123456789,22
339199750,123456789,24
339199781,123456789,38
339199812,123456789,15
339199875,123456789,1
339199921,123456789,30
339199953,123456789,31
339199984,123456789,27
339200031,123456789,8
339200078,123456789,15
339200140,123456789,0
339200234,123456789,30
339200265,123456789,0
339200296,123456789,22
339200328,123456789,2
339200375,123456789,28
339200421,123456789,34
339200453,123456789,18
339200500,123456789,11
339200562,123456789,32
339200578,123456789,0
339200593,123456789,17
339200640,123456789,18
339200671,123456789,34
339200703,123456789,0
339200750,123456789,41
339200781,123456789,0
339200812,123456789,10
339200859,123456789,6
339200921,123456789,0
339201015,123456789,0
339201062,123456789,0
339201109,123456789,9
339201125,123456789,26
339201171,123456789,18
339201375,123456789,0
339201421,123456789,15
339201468,123456789,31
339201484,123456789,5
339201531,123456789,0
339201562,123456789,4
339201625,123456789,4
339201640,123456789,12
339201687,123456789,42
339201687,123456789,25
339201828,123456789,23
339201843,123456789,34
339201875,123456789,15
339201906,123456789,35
339201968,123456789,35
339202000,123456789,12
339202046,123456789,14
339202093,123456789,31
339202218,123456789,27
339202250,123456789,42
339202265,123456789,27
339202312,123456789,16
339202359,123456789,27
339202531,123456789,14
339202562,123456789,31
339202593,123456789,16
339202625,123456789,0
339202734,123456789,6
339203015,123456789,0
339203062,123456789,14
339203109,123456789,25
339203140,123456789,30
339203156,123456789,0
339203296,123456789,20
339203328,123456789,6
339203375,123456789,0
339203437,123456789,0
339203468,123456789,20
339203531,123456789,0
339203578,123456789,25
339203593,123456789,6
339203625,123456789,0
339203656,123456789,31
339203703,123456789,22
339203734,123456789,0
339203796,123456789,21
339203828,123456789,15
339203859,123456789,18
339203906,123456789,38
339203953,123456789,5
339204078,123456789,41
339204109,123456789,40
339204140,123456789,2
339204171,123456789,7
339204234,123456789,0
339204296,123456789,39
339204359,123456789,0
339204406,123456789,29
339204437,123456789,14
339204500,123456789,0
339204531,123456789,21
339204578,123456789,29
339204625,123456789,3
339204671,123456789,0
339204718,123456789,4
339204750,123456789,27
339204781,123456789,0
339204875,123456789,0
339204921,123456789,20
339204984,123456789,0
339205015,123456789,20
339205062,123456789,36
339205125,123456789,26
339205156,123456789,11
339205265,123456789,2
339205312,123456789,24
339205359,123456789,22
339205390,123456789,17
339205437,123456789,0
339205500,123456789,0
339205531,123456789,37
339205562,123456789,0
339205609,123456789,37
339205625,123456789,4
339205718,123456789,43
339205781,123456789,43
339205812,123456789,13
339205843,123456789,0
339205890,123456789,0
339205953,123456789,0
339206000,123456789,2
339206015,123456789,29
339206031,123456789,13
339206062,123456789,0
339206125,123456789,20
339206171,123456789,6
339206203,123456789,0
339206250,123456789,43
339206265,123456789,0
339206296,123456789,0
339206359,123456789,0
339206421,123456789,17
339206500,123456789,0
339206546,123456789,28
339206578,123456789,12
339206625,123456789,12
339206671,123456789,0
339206734,123456789,0
339206796,123456789,47
339206828,123456789,6
339206890,123456789,24
339206937,123456789,10
339207093,123456789,40
339207109,123456789,46
339207125,123456789,19
339207156,123456789,0
339207218,123456789,16
339207250,123456789,26
339207281,123456789,0
339207312,123456789,0
339207375,123456789,25
339207421,123456789,25
339207453,123456789,18
339207500,123456789,10
339207546,123456789,22
339207578,123456789,5
339207625,123456789,-1
339207687,123456789,0
339207734,123456789,14
339207765,123456789,0
339207828,123456789,36
339207875,123456789,22
339207921,123456789,21
339207984,123456789,2
339208031,123456789,15
339208078,123456789,14
339208140,123456789,10
339208187,123456789,17
339208203,123456789,12
339208234,123456789,31
339208265,123456789,35
339208296,123456789,14
339208312,123456789,31
339208328,123456789,19
339208359,123456789,10
339208421,123456789,0
339208468,123456789,0
339208500,123456789,3
339208562,123456789,0
339208609,123456789,18
339208656,123456789,25
339208703,123456789,24
339208781,123456789,30
339208812,123456789,33
339208859,123456789,23
339208906,123456789,15
339208937,123456789,24
339208984,123456789,0
339209031,123456789,21
339209078,123456789,27
339209109,123456789,0
339209140,123456789,2
339209203,123456789,7
339209250,123456789,40
339209281,123456789,7
339209312,123456789,20
339209343,123456789,26
339209375,123456789,11
339209406,123456789,36
339209437,123456789,0
339209500,123456789,0
339209531,123456789,24
339209562,123456789,24
339209593,123456789,32
339209640,123456789,16
339209656,123456789,0
339209703,123456789,9
339209750,123456789,3
339209843,123456789,0
339209859,123456789,0
339209921,123456789,0
339209984,123456789,0
339210015,123456789,3
339210046,123456789,34
339210093,123456789,0
339210156,123456789,26
339210187,123456789,36
339210203,123456789,37
339210250,123456789,5
339210281,123456789,24
1572887,123456879,49
339247687,123456879,7
339247781,123456879,22
339247828,123456879,2
339247859,123456879,27
339247875,123456879,0
339247937,123456879,22
339247984,123456879,27
339248062,123456879,35
339248093,123456879,24
339248125,123456879,0
339248140,123456879,40
339248171,123456879,30
339248171,123456879,30
339248203,123456879,0
339248250,123456879,24
339248296,123456879,0
339248312,123456879,23
339248343,123456879,34
339248359,123456879,25
339248421,123456879,32
339248484,123456879,17
339248546,123456879,1
339248609,123456879,0
339248656,123456879,3
339248734,123456879,32
339248828,123456879,21
339248875,123456879,34
339248890,123456879,22
339248937,123456879,24
339248984,123456879,13
339249015,123456879,28
339249031,123456879,13
339249062,123456879,17
339249078,123456879,13
339249109,123456879,0
339249171,123456879,22
339249218,123456879,15
339249250,123456879,22
339249296,123456879,20
339249343,123456879,0
339249390,123456879,11
339249421,123456879,31
339249468,123456879,-1
339249531,123456879,9
339249578,123456879,45
339249593,123456879,19
339249640,123456879,28
339249687,123456879,5
339249718,123456879,17
339249781,123456879,51
339249796,123456879,26
339249843,123456879,0
339249890,123456879,0
339249937,123456879,13
339249984,123456879,37
339250031,123456879,36
339250062,123456879,0
339250125,123456879,13
339250187,123456879,14
339250375,123456879,20
339250421,123456879,14
339250453,123456879,35
339250484,123456879,2
339250515,123456879,-1
339250546,123456879,14
339250593,123456879,3
339250656,123456879,0
339250703,123456879,22
339250734,123456879,9
339250781,123456879,30
339250812,123456879,6
339250890,123456879,2
339250937,123456879,27
339250953,123456879,9
339250968,123456879,0
339251015,123456879,20
339251046,123456879,0
339251046,123456879,0
339251078,123456879,31
339251156,123456879,8
339251203,123456879,19
339251250,123456879,3
339251312,123456879,26
339251343,123456879,2
339251375,123456879,8
339251625,123456879,33
339251687,123456879,25
339251843,123456879,34
339251875,123456879,0
339251906,123456879,26
339251921,123456879,4
339252000,123456879,7
339252031,123456879,20
339252234,123456879,16
339252312,123456879,6
339252390,123456879,17
339252421,123456879,38
339252453,123456879,20
339252484,123456879,13
339252546,123456879,0
339252593,123456879,16
339252640,123456879,21
339252671,123456879,0
339252687,123456879,0
339252718,123456879,30
339252781,123456879,0
339252812,123456879,8
339252828,123456879,0
339252921,123456879,24
339252953,123456879,22
339253000,123456879,42
339253015,123456879,11
339253046,123456879,26
339253093,123456879,33
339253109,123456879,20
339253140,123456879,19
339253203,123456879,0
339253250,123456879,27
339253281,123456879,0
339253359,123456879,26
339253375,123456879,35
339253406,123456879,0
339253453,123456879,32
339253500,123456879,-1
339253531,123456879,31
339253562,123456879,2
339253609,123456879,0
339253640,123456879,0
339253687,123456879,33
339253734,123456879,0
339253765,123456879,3
339253843,123456879,33
339253875,123456879,-1
339253921,123456879,30
339253953,123456879,0
339254031,123456879,19
339254062,123456879,0
339254109,123456879,8
339254140,123456879,0
339254203,123456879,25
339254234,123456879,0
339254265,123456879,0
339254312,123456879,26
339254343,123456879,0
339254406,123456879,27
339254437,123456879,12
339254500,123456879,0
339254531,123456879,21
339254578,123456879,33
339254625,123456879,6
339254687,123456879,0
339254765,123456879,54
339254781,123456879,2
339254859,123456879,23
339255000,123456879,36
339255046,123456879,11
339255093,123456879,0
339255156,123456879,30
339255218,123456879,7
339255250,123456879,0
339255343,123456879,27
339255375,123456879,40
339255406,123456879,20
339255421,123456879,34
339255468,123456879,24
339255515,123456879,13
339255546,123456879,14
339255578,123456879,4
339255656,123456879,29
339255703,123456879,43
339255734,123456879,8
339255781,123456879,38
339255796,123456879,47
339255843,123456879,21
339255875,123456879,39
339255906,123456879,33
339255921,123456879,23
339256000,123456879,29
339256046,123456879,28
339256078,123456879,0
339256125,123456879,2
339256171,123456879,40
339256218,123456879,26
339256296,123456879,0
339256328,123456879,34
339256375,123456879,4
339256406,123456879,32
339256453,123456879,18
339256484,123456879,41
339256515,123456879,30
339256562,123456879,22
339256578,123456879,19
339256640,123456879,0
339256703,123456879,21
339256765,123456879,37
339256796,123456879,16
339256828,123456879,12
339256859,123456879,15
339256921,123456879,43
339256968,123456879,32
339257031,123456879,21
339257062,123456879,19
339257093,123456879,0
339257156,123456879,0
339257187,123456879,24
339257234,123456879,22
339257265,123456879,31
339257296,123456879,-1
339257375,123456879,4
339257390,123456879,16
339257421,123456879,29
339257453,123456879,0
339257468,123456879,0
339257500,123456879,40
339257515,123456879,21
339257546,123456879,12
339257593,123456879,0
339257671,123456879,23
339257718,123456879,30
339257734,123456879,23
339257765,123456879,18
339257796,123456879,45
339257828,123456879,16
339257859,123456879,22
339257937,123456879,8
339257953,123456879,20
339257968,123456879,33
339258015,123456879,19
339258046,123456879,10
339258109,123456879,31
339258125,123456879,10
339258171,123456879,0
339258234,123456879,34
339258281,123456879,0
339258312,123456879,12
339258375,123456879,39
339258421,123456879,8
339258500,123456879,11
339258546,123456879,23
339258578,123456879,18
339258593,123456879,0
339258656,123456879,13
339258687,123456879,43
339258718,123456879,0
339258781,123456879,22
339258859,123456879,23
339258890,123456879,0
339258937,123456879,0
339258953,123456879,0
339259031,123456879,8
339259062,123456879,0
339259093,123456879,28
339259140,123456879,19
339259187,123456879,32
339259203,123456879,0
339259250,123456879,-1
339259296,123456879,20
339259328,123456879,11
339259375,123456879,0
339259437,123456879,17
339259468,123456879,0
339259500,123456879,0
339259546,123456879,7
339259578,123456879,41
339259593,123456879,7
339259625,123456879,24
339259656,123456879,24
339259750,123456879,9
339259781,123456879,28
339259828,123456879,0
339259859,123456879,5
339259906,123456879,18
339259937,123456879,30
339259968,123456879,37
339259984,123456879,16
339260031,123456879,0
339260093,123456879,36
339260140,123456879,21
339260187,123456879,37
339260218,123456879,0
339260296,123456879,33
339260312,123456879,24
339260343,123456879,23
339260390,123456879,28
339260406,123456879,-1
339260468,123456879,25
339260515,123456879,6
339260578,123456879,20
339260593,123456879,7
339260640,123456879,16
339260671,123456879,40
339260703,123456879,30
339260734,123456879,0
339260781,123456879,36
339260796,123456879,22
339260843,123456879,36
339260875,123456879,16
339260953,123456879,36
339261000,123456879,0
339261046,123456879,7
339261125,123456879,35
339261156,123456879,28
339261218,123456879,15
339261265,123456879,42
339261312,123456879,31
339261359,123456879,0
339261421,123456879,9
339261468,123456879,4
339261500,123456879,2
339261531,123456879,7
339261609,123456879,41
339261640,123456879,30
339261656,123456879,24
339261703,123456879,20
339261750,123456879,0
339261781,123456879,3
339261906,123456879,27
339261937,123456879,0
339261984,123456879,0
339262000,123456879,31
339262031,123456879,0
339262046,123456879,11
339262078,123456879,1
339262109,123456879,0
339262140,123456879,0
339262187,123456879,13
339262218,123456879,35
339262250,123456879,3
339262328,123456879,10
339262406,123456879,20
339262453,123456879,0
339262484,123456879,0
339262515,123456879,23
339262546,123456879,8
339262593,123456879,26
339262640,123456879,0
339262718,123456879,22
339262781,123456879,0
339262812,123456879,0
339262875,123456879,28
339262906,123456879,13
339262968,123456879,0
339263125,123456879,39
339263156,123456879,0
339263171,123456879,20
339263203,123456879,37
339263218,123456879,33
339263250,123456879,10
339263281,123456879,0
339263312,123456879,31
339263343,123456879,35
339263343,123456879,40
339263359,123456879,21
339263375,123456879,16
339263406,123456879,24
339263421,123456879,18
339263421,123456879,34
339263437,123456879,30
339263468,123456879,36
339263546,123456879,34
339263578,123456879,3
339263640,123456879,0
339263703,123456879,18
339263765,123456879,29
339263828,123456879,0
339263890,123456879,4
339263984,123456879,8
339264046,123456879,0
339264078,123456879,18
339264093,123456879,42
339264109,123456879,18
339264156,123456879,11
339264203,123456879,3
339264250,123456879,39
339264281,123456879,14
339264406,123456879,15
339264484,123456879,7
339264515,123456879,0
339264625,123456879,37
339264656,123456879,-1
339264734,123456879,19
339264859,123456879,44
339264890,123456879,3
339264921,123456879,34
339264953,123456879,0
339265015,123456879,11
339265062,123456879,4
339265140,123456879,18
339265171,123456879,4
339265203,123456879,24
339265234,123456879,25
339265265,123456879,11
339265281,123456879,7
339265406,123456879,0
339265453,123456879,31
339265468,123456879,30
339265515,123456879,15
339265562,123456879,-1
339265609,123456879,35
339265625,123456879,33
339265687,123456879,10
339265750,123456879,29
339265781,123456879,3
339265796,123456879,21
339265812,123456879,26
339265859,123456879,15
339265906,123456879,29
339265968,123456879,-1
339266015,123456879,25
339266062,123456879,3
339266093,123456879,37
339266140,123456879,23
339266171,123456879,47
339266187,123456879,25
339266234,123456879,7
339266281,123456879,29
339266296,123456879,37
339266312,123456879,15
339266484,123456879,24
339266515,123456879,4
339266625,123456879,22
339266656,123456879,7
339266718,123456879,6
339266765,123456879,0
339266828,123456879,31
339266890,123456879,41
339266968,123456879,34
339267031,123456879,0
339267109,123456879,16
339267171,123456879,9
339267250,123456879,24
339267343,123456879,25
339267390,123456879,17
339267562,123456879,0
339267656,123456879,26
339267671,123456879,31
339267703,123456879,16
339267718,123456879,0
339267750,123456879,29
339267781,123456879,32
339267796,123456879,39
339267828,123456879,38
339267859,123456879,0
339267890,123456879,11
339267921,123456879,0
339268000,123456879,22
339268031,123456879,24
339268062,123456879,7
339268125,123456879,0
339268156,123456879,12
339268187,123456879,0
339268265,123456879,32
339268312,123456879,21
339268343,123456879,36
339268375,123456879,32
339268406,123456879,7
339268437,123456879,36
339268484,123456879,22
339268515,123456879,28
339268546,123456879,28
339268609,123456879,32
339268671,123456879,39
339268703,123456879,0
339268750,123456879,21
339268812,123456879,36
339268828,123456879,9
339268890,123456879,20
339268937,123456879,24
339268984,123456879,34
339269015,123456879,39
339269031,123456879,20
339269078,123456879,10
339269109,123456879,20
339269140,123456879,20
339269171,123456879,10
339269218,123456879,26
339269265,123456879,15
339269296,123456879,7
339269328,123456879,0
339269578,123456879,11
339269625,123456879,6
339269656,123456879,29
339269703,123456879,30
339269734,123456879,19
339269781,123456879,5
339269843,123456879,21
339269890,123456879,36
339269937,123456879,7
339270000,123456879,0
339270046,123456879,1
339270078,123456879,20
339270109,123456879,16
339270156,123456879,17
339270187,123456879,12
339270218,123456879,5
339270343,123456879,29
339270390,123456879,16
339270421,123456879,9
339270437,123456879,28
339270453,123456879,0
339270484,123456879,37
339270484,123456879,37
339270500,123456879,4
339270531,123456879,0
339270546,123456879,17
339270562,123456879,3
339270593,123456879,0
339270609,123456879,32
339270687,123456879,5
339270734,123456879,19
339270750,123456879,17
339270796,123456879,20
339270812,123456879,8
339270828,123456879,0
339270875,123456879,40
339270890,123456879,30
339270906,123456879,3
339270953,123456879,4
339270968,123456879,25
339270984,123456879,34
339271000,123456879,35
339271015,123456879,33
339271046,123456879,36
339271062,123456879,36
339271109,123456879,6
339271125,123456879,21
339271140,123456879,11
339271203,123456879,7
339271234,123456879,21
339271265,123456879,28
339271296,123456879,34
339271343,123456879,0
339271375,123456879,0
339271390,123456879,0
339271421,123456879,1
339271453,123456879,23
339271484,123456879,0
339271546,123456879,7
339271578,123456879,25
339271687,123456879,30
339271718,123456879,14
339271734,123456879,0
339271781,123456879,26
339271812,123456879,18
339271828,123456879,6
339271859,123456879,21
339271906,123456879,1
339271937,123456879,19
339271984,123456879,16
339272015,123456879,0
339272062,123456879,25
339272093,123456879,15
339272125,123456879,31
339272156,123456879,20
339272218,123456879,44
339272265,123456879,32
339272281,123456879,0
339272312,123456879,0
339272359,123456879,7
339272390,123456879,20
339272437,123456879,0
339272453,123456879,2
339272500,123456879,1
339272531,123456879,0
339272578,123456879,34
339272609,123456879,30
339272656,123456879,30
339272687,123456879,0
339272718,123456879,35
339272750,123456879,23
339272765,123456879,22
339272796,123456879,31
339272812,123456879,30
339272859,123456879,0
339272875,123456879,14
339272953,123456879,34
339272968,123456879,43
339272984,123456879,26
339273000,123456879,41
339273000,123456879,19
339273015,123456879,26
339273046,123456879,2
339273078,123456879,18
339273093,123456879,0
339273125,123456879,30
339273156,123456879,34
339273187,123456879,8
339273250,123456879,16
339273312,123456879,42
339273312,123456879,4
339273343,123456879,0
339273359,123456879,10
339273390,123456879,18
339273421,123456879,23
339273468,123456879,0
339273500,123456879,22
339273531,123456879,32
339273562,123456879,6
339273593,123456879,1
339273609,123456879,0
339273703,123456879,-1
339273734,123456879,37
339273765,123456879,23
339273796,123456879,52
339273828,123456879,49
339273843,123456879,29
339273875,123456879,13
339273890,123456879,7
339273968,123456879,12
339273984,123456879,0
339274031,123456879,20
339274046,123456879,35
339274078,123456879,13
339274109,123456879,34
339274140,123456879,28
339274156,123456879,3
339274171,123456879,20
339274203,123456879,27
339274218,123456879,18
339274250,123456879,20
339274312,123456879,0
339274390,123456879,40
339274406,123456879,19
339274437,123456879,30
339274468,123456879,0
339274484,123456879,0
339274500,123456879,22
339274546,123456879,32
339274578,123456879,0
339274625,123456879,18
339274687,123456879,0
339274734,123456879,26
339274750,123456879,0
339274781,123456879,5
339274796,123456879,21
339274828,123456879,19
339274859,123456879,22
339274890,123456879,22
339274890,123456879,22
339274921,123456879,5
339274937,123456879,21
339274953,123456879,11
339274984,123456879,18
339275046,123456879,0
339275218,123456879,38
339275234,123456879,0
339275281,123456879,28
339275328,123456879,0
339275343,123456879,0
339275390,123456879,11
339275421,123456879,42
339275437,123456879,34
339275484,123456879,35
339275515,123456879,38
339275546,123456879,2
339275562,123456879,0
